transaction_id,user_id,user_segment,purchase_datetime,showtime_datetime,day_type,movie,genre,cinema,ticket_type,num_tickets,unit_price,combo_revenue,total_revenue,payment_method,voucher_used,status
TXN000353,U76984,New,2/23/2026 7:03,2/27/2026 0:03,Weekday,Oppenheimer II,Drama,BHD Star Bitexco,Standard,2,"75,000",0,"150,000",bank,0,Success
TXN000354,U47593,Member,1/16/2026 10:31,1/23/2026 9:31,Weekday,Dune: Part Three,Sci-Fi,Galaxy Sala,Standard,2,"75,000","49,000","199,000",bank,"50,000",Success
TXN000355,U14494,Regular,1/30/2026 0:51,2/2/2026 18:51,Weekday,Smile 3,Horror,Galaxy Nguyen Du,Standard,6,"75,000",0,"450,000",wallet,0,Refunded
TXN000356,U80252,New,1/22/2026 8:10,2/1/2026 4:10,Weekend,Smile 3,Horror,CGV Aeon Mall,IMAX,2,"160,000","49,000","369,000",bank,0,Success
TXN000357,U18889,VIP,4/5/2026 17:07,4/5/2026 23:07,Weekend,Dune: Part Three,Sci-Fi,Galaxy Nguyen Du,IMAX,1,"160,000","129,000","289,000",wallet,"10,000",Success
TXN000358,U43324,Member,1/7/2026 3:58,1/10/2026 17:58,Weekend,La La Land 2,Romance,Lotte Landmark,Standard,6,"75,000","129,000","579,000",wallet,0,Success
TXN000359,U20018,Member,5/20/2026 12:54,5/25/2026 8:54,Weekday,Nha Ba Nu 2,Comedy,Galaxy Sala,VIP,2,"140,000","89,000","369,000",bank,"10,000",Success
TXN000360,U53239,New,2/6/2026 17:08,2/14/2026 7:08,Weekend,Gladiator III,Action,BHD Star Bitexco,VIP,2,"140,000",0,"280,000",bank,0,Success
TXN000361,U44034,VIP,3/12/2026 15:35,3/18/2026 15:35,Weekday,Wicked 2,Musical,Lotte Cinema Q7,3D,4,"110,000",0,"440,000",wallet,0,Success
TXN000362,U75289,Regular,4/20/2026 15:44,4/26/2026 11:44,Weekend,Smile 3,Horror,Galaxy Sala,Standard,2,"75,000","89,000","239,000",bank,0,Success
TXN000363,U53224,Regular,1/3/2026 20:55,1/12/2026 13:55,Weekday,Nha Ba Nu 2,Comedy,BHD Pham Hung,Standard,2,"75,000",0,"150,000",vietQR,0,Success
TXN000364,U67166,Regular,2/18/2026 14:58,2/21/2026 23:58,Weekend,Deadpool 4,Action,Lotte Cinema Q7,IMAX,1,"160,000",0,"160,000",wallet,"20,000",Success
TXN000365,U42285,Member,2/24/2026 8:48,2/24/2026 11:48,Weekday,Wicked 2,Musical,CGV Vincom,Standard,1,"75,000","129,000","204,000",wallet,"10,000",Success
TXN000366,U37440,Regular,1/10/2026 14:24,1/13/2026 2:24,Weekday,Deadpool 4,Action,Lotte Landmark,Standard,5,"80,000",0,"400,000",bank,0,Success
TXN000367,U52921,New,5/20/2026 20:00,5/29/2026 3:00,Weekday,Deadpool 4,Action,Galaxy Sala,IMAX,2,"170,000","49,000","389,000",bank,0,Success
TXN000368,U35157,Regular,1/24/2026 6:46,2/1/2026 22:46,Weekend,Oppenheimer II,Drama,Galaxy Sala,Couple,4,"260,000","89,000","1,129,000",bank,0,Success
TXN000369,U45000,VIP,5/22/2026 5:08,5/31/2026 4:08,Weekend,Mai 2,Drama,BHD Pham Hung,IMAX,4,"160,000",0,"640,000",wallet,0,Success
TXN000370,U98833,Regular,3/14/2026 4:07,3/18/2026 13:07,Weekday,Smile 3,Horror,Lotte Cinema Q7,Standard,5,"75,000",0,"375,000",wallet,"30,000",Success
TXN000371,U66463,VIP,1/16/2026 16:58,1/24/2026 20:58,Weekend,Mai 2,Drama,CGV Aeon Mall,Standard,6,"80,000","189,000","669,000",wallet,"30,000",Success
TXN000372,U59384,VIP,1/9/2026 19:12,1/12/2026 11:12,Weekday,Smile 3,Horror,BHD Pham Hung,IMAX,2,"160,000","89,000","409,000",wallet,0,Success
TXN000373,U81838,Regular,3/2/2026 2:20,3/3/2026 5:20,Weekday,Avengers: Secret Wars,Action,CGV Aeon Mall,Standard,4,"75,000",0,"300,000",vietQR,0,Success
TXN000374,U25185,VIP,4/30/2026 5:01,5/5/2026 16:01,Weekday,Joker 3,Crime,Lotte Landmark,Standard,3,"85,000",0,"255,000",bank,0,Success
TXN000375,U68024,VIP,3/24/2026 8:19,3/31/2026 11:19,Weekday,Inside Out 3,Animation,BHD Pham Hung,Standard,4,"80,000","49,000","369,000",bank,0,Success
TXN000376,U98608,VIP,1/4/2026 18:52,1/12/2026 6:52,Weekday,Moana 2,Animation,BHD Pham Hung,IMAX,2,"160,000",0,"320,000",bank,"10,000",Success
TXN000377,U30092,Regular,3/12/2026 19:30,3/21/2026 12:30,Weekend,Fast X Final,Action,Lotte Cinema Q7,Standard,1,"85,000","129,000","214,000",bank,0,Success
TXN000378,U40427,Member,4/22/2026 10:00,4/27/2026 14:00,Weekday,Nha Ba Nu 2,Comedy,Lotte Cinema Q7,IMAX,2,"160,000",0,"320,000",vietQR,0,Success
TXN000379,U35881,Regular,5/29/2026 18:21,5/31/2026 4:21,Weekend,La La Land 2,Romance,Lotte Cinema Q7,Couple,2,"260,000",0,"520,000",bank,0,Failed
TXN000380,U76252,Member,2/13/2026 16:48,2/15/2026 4:48,Weekend,Smile 3,Horror,BHD Pham Hung,Couple,3,"260,000",0,"780,000",vietQR,0,Success
TXN000381,U58189,New,3/18/2026 20:20,3/26/2026 14:20,Weekday,The Conjuring 4,Horror,Galaxy Sala,Couple,1,"260,000",0,"260,000",bank,0,Failed
TXN000382,U11216,New,3/10/2026 6:39,3/10/2026 12:39,Weekday,Mai 2,Drama,CGV Aeon Mall,Standard,2,"75,000","49,000","199,000",bank,0,Success
TXN000383,U26570,Member,3/31/2026 11:12,4/1/2026 16:12,Weekday,La La Land 2,Romance,Lotte Landmark,3D,2,"110,000",0,"220,000",wallet,0,Success
TXN000384,U28010,VIP,5/13/2026 7:37,5/16/2026 10:37,Weekend,Nha Ba Nu 2,Comedy,BHD Star Bitexco,Standard,3,"75,000",0,"225,000",bank,"10,000",Success
TXN000385,U26109,Member,5/16/2026 11:58,5/22/2026 18:58,Weekday,Avengers: Secret Wars,Action,Galaxy Sala,VIP,5,"140,000","189,000","889,000",bank,0,Success
TXN000386,U94384,Member,1/25/2026 1:26,1/25/2026 5:26,Weekend,Inside Out 3,Animation,Lotte Cinema Q7,Standard,1,"75,000",0,"75,000",wallet,"20,000",Success
TXN000387,U32926,New,1/11/2026 14:08,1/12/2026 18:08,Weekday,Inside Out 3,Animation,BHD Star Bitexco,IMAX,5,"160,000",0,"800,000",wallet,0,Success
TXN000388,U28777,Regular,2/14/2026 9:07,2/15/2026 18:07,Weekend,La La Land 2,Romance,Galaxy Sala,VIP,1,"150,000","49,000","199,000",bank,0,Success
TXN000389,U31579,Member,2/21/2026 0:17,2/21/2026 4:17,Weekend,Oppenheimer II,Drama,Galaxy Sala,Standard,3,"75,000","189,000","414,000",vietQR,0,Failed
TXN000390,U43448,Regular,1/6/2026 13:24,1/16/2026 5:24,Weekday,The Conjuring 4,Horror,Lotte Cinema Q7,Couple,2,"270,000",0,"540,000",bank,0,Success
TXN000391,U46550,New,2/3/2026 8:27,2/6/2026 20:27,Weekday,Fast X Final,Action,BHD Pham Hung,Standard,2,"85,000","189,000","359,000",bank,0,Success
TXN000392,U22997,Regular,5/6/2026 6:52,5/10/2026 12:52,Weekend,Avengers: Secret Wars,Action,BHD Star Bitexco,3D,2,"115,000",0,"230,000",wallet,0,Failed
TXN000393,U28012,Regular,3/18/2026 10:43,3/24/2026 10:43,Weekday,Nha Ba Nu 2,Comedy,BHD Pham Hung,Standard,1,"80,000","89,000","169,000",vietQR,0,Success
TXN000394,U25907,VIP,5/21/2026 4:22,5/23/2026 18:22,Weekend,Fast X Final,Action,CGV Vincom,Standard,2,"80,000",0,"160,000",vietQR,"10,000",Success
TXN000395,U50439,Regular,3/22/2026 10:45,3/29/2026 15:45,Weekend,Fast X Final,Action,Galaxy Sala,Standard,3,"75,000",0,"225,000",bank,0,Success
TXN000396,U89592,Regular,4/1/2026 18:10,4/2/2026 22:10,Weekday,La La Land 2,Romance,BHD Star Bitexco,Standard,1,"75,000","189,000","264,000",wallet,0,Success
TXN000397,U93811,Member,4/11/2026 11:59,4/15/2026 6:59,Weekday,Nha Ba Nu 2,Comedy,Galaxy Sala,3D,2,"110,000","189,000","409,000",vietQR,0,Success
TXN000398,U29260,New,2/19/2026 16:47,2/24/2026 3:47,Weekday,Gladiator III,Action,Galaxy Sala,Standard,6,"85,000",0,"510,000",bank,0,Success
TXN000399,U69478,VIP,1/10/2026 19:17,1/14/2026 23:17,Weekday,Smile 3,Horror,Lotte Landmark,VIP,6,"140,000","49,000","889,000",bank,0,Success
TXN000400,U94823,Member,1/5/2026 3:47,1/14/2026 6:47,Weekday,Avengers: Secret Wars,Action,CGV Vincom,VIP,3,"140,000",0,"420,000",bank,"30,000",Success
TXN000401,U66031,Member,5/4/2026 23:33,5/6/2026 7:33,Weekday,Wicked 2,Musical,BHD Star Bitexco,3D,2,"110,000",0,"220,000",vietQR,"20,000",Success
TXN000402,U73442,Regular,1/19/2026 1:30,1/26/2026 21:30,Weekday,Smile 3,Horror,Lotte Landmark,Standard,6,"80,000",0,"480,000",vietQR,0,Success
TXN000403,U97488,Member,3/7/2026 13:10,3/9/2026 1:10,Weekday,Oppenheimer II,Drama,CGV Aeon Mall,Standard,4,"75,000","189,000","489,000",vietQR,0,Success
TXN000404,U96084,New,3/25/2026 4:31,4/3/2026 7:31,Weekday,Joker 3,Crime,Galaxy Sala,Standard,2,"75,000",0,"150,000",wallet,0,Success
TXN000405,U91810,Regular,4/18/2026 2:31,4/19/2026 12:31,Weekend,Wicked 2,Musical,CGV Vincom,IMAX,2,"165,000",0,"330,000",wallet,0,Refunded
TXN000406,U98140,New,2/2/2026 15:25,2/8/2026 3:25,Weekend,Avengers: Secret Wars,Action,Lotte Cinema Q7,Standard,5,"80,000",0,"400,000",bank,0,Success
TXN000407,U40349,VIP,1/21/2026 20:44,1/26/2026 21:44,Weekday,Mai 2,Drama,Lotte Cinema Q7,3D,4,"110,000",0,"440,000",vietQR,0,Success
TXN000408,U39803,Regular,4/18/2026 16:10,4/27/2026 13:10,Weekday,Dune: Part Three,Sci-Fi,Lotte Cinema Q7,Standard,2,"75,000",0,"150,000",vietQR,0,Success
TXN000409,U95278,Regular,1/24/2026 10:08,2/2/2026 8:08,Weekday,Mai 2,Drama,CGV Vincom,3D,1,"110,000","89,000","199,000",wallet,"10,000",Success
TXN000410,U17939,New,2/7/2026 20:47,2/15/2026 2:47,Weekend,Deadpool 4,Action,Lotte Landmark,3D,5,"110,000",0,"550,000",wallet,0,Success
TXN000411,U64223,Member,4/7/2026 22:26,4/13/2026 13:26,Weekday,Joker 3,Crime,Galaxy Sala,Standard,2,"85,000","49,000","219,000",wallet,0,Success
TXN000412,U77856,VIP,2/5/2026 1:50,2/8/2026 10:50,Weekend,Oppenheimer II,Drama,Galaxy Nguyen Du,Standard,5,"75,000","49,000","424,000",vietQR,0,Failed
TXN000413,U11544,Member,2/1/2026 10:14,2/1/2026 18:14,Weekend,Nha Ba Nu 2,Comedy,CGV Vincom,3D,2,"115,000",0,"230,000",bank,0,Success
TXN000414,U35061,Regular,4/15/2026 4:20,4/21/2026 13:20,Weekday,La La Land 2,Romance,Lotte Cinema Q7,IMAX,2,"160,000",0,"320,000",wallet,0,Success
TXN000415,U68901,VIP,1/10/2026 5:34,1/11/2026 4:34,Weekend,La La Land 2,Romance,Galaxy Sala,Standard,4,"80,000","189,000","509,000",vietQR,0,Success
TXN000416,U57580,Regular,4/7/2026 0:04,4/10/2026 20:04,Weekday,Mai 2,Drama,Galaxy Nguyen Du,3D,3,"110,000","49,000","379,000",wallet,0,Success
TXN000417,U29831,Regular,4/7/2026 20:04,4/16/2026 19:04,Weekday,La La Land 2,Romance,BHD Pham Hung,VIP,2,"140,000","49,000","329,000",wallet,0,Success
TXN000418,U82340,New,5/12/2026 13:51,5/13/2026 15:51,Weekday,Inside Out 3,Animation,BHD Pham Hung,Standard,2,"85,000",0,"170,000",vietQR,"20,000",Success
TXN000419,U77620,New,2/19/2026 3:47,2/26/2026 12:47,Weekday,Joker 3,Crime,Lotte Landmark,Standard,4,"85,000","89,000","429,000",bank,0,Success
TXN000420,U44363,Member,4/9/2026 10:52,4/10/2026 2:52,Weekday,Deadpool 4,Action,Lotte Landmark,VIP,1,"150,000",0,"150,000",vietQR,"20,000",Success
TXN000421,U75190,Regular,1/17/2026 14:24,1/20/2026 3:24,Weekday,Inside Out 3,Animation,Galaxy Nguyen Du,Standard,2,"75,000","49,000","199,000",wallet,"30,000",Success
TXN000422,U26591,Regular,1/21/2026 22:45,1/30/2026 4:45,Weekday,La La Land 2,Romance,Galaxy Nguyen Du,IMAX,2,"160,000","129,000","449,000",wallet,0,Refunded
TXN000423,U38069,Regular,4/5/2026 20:07,4/6/2026 7:07,Weekday,Deadpool 4,Action,Lotte Cinema Q7,Standard,1,"80,000",0,"80,000",bank,0,Success
TXN000424,U38218,Regular,5/26/2026 12:50,5/31/2026 22:50,Weekend,Mai 2,Drama,CGV Vincom,IMAX,2,"170,000",0,"340,000",bank,0,Success
TXN000425,U71366,Regular,3/26/2026 1:10,3/29/2026 8:10,Weekend,Wicked 2,Musical,Galaxy Sala,Standard,2,"75,000","129,000","279,000",wallet,0,Success
TXN000426,U12726,Regular,1/31/2026 3:31,2/9/2026 5:31,Weekday,Wicked 2,Musical,BHD Star Bitexco,3D,3,"110,000","49,000","379,000",bank,0,Success
TXN000427,U33383,Member,4/15/2026 0:08,4/15/2026 2:08,Weekday,Moana 2,Animation,CGV Vincom,Standard,2,"75,000","189,000","339,000",wallet,0,Success
TXN000428,U32778,Regular,3/3/2026 8:02,3/4/2026 7:02,Weekday,Fast X Final,Action,CGV Vincom,IMAX,1,"160,000",0,"160,000",bank,0,Success
TXN000429,U65581,Regular,5/16/2026 18:34,5/20/2026 6:34,Weekday,Wicked 2,Musical,Galaxy Nguyen Du,3D,1,"110,000",0,"110,000",bank,0,Failed
TXN000430,U99020,New,2/5/2026 12:24,2/11/2026 21:24,Weekday,La La Land 2,Romance,Lotte Landmark,Standard,4,"75,000",0,"300,000",wallet,0,Success
TXN000431,U84784,Member,1/14/2026 23:34,1/17/2026 8:34,Weekend,Wicked 2,Musical,BHD Pham Hung,Standard,2,"80,000",0,"160,000",vietQR,0,Success
TXN000432,U51918,New,1/15/2026 7:17,1/19/2026 15:17,Weekday,Mai 2,Drama,BHD Star Bitexco,3D,1,"115,000","49,000","164,000",wallet,0,Success
TXN000433,U53992,Regular,1/9/2026 17:46,1/13/2026 20:46,Weekday,The Conjuring 4,Horror,BHD Pham Hung,VIP,3,"150,000","89,000","539,000",vietQR,"20,000",Success
TXN000434,U28348,New,4/6/2026 15:46,4/16/2026 1:46,Weekday,Gladiator III,Action,Lotte Cinema Q7,IMAX,2,"160,000",0,"320,000",wallet,0,Success
TXN000435,U43804,New,5/2/2026 4:44,5/5/2026 18:44,Weekday,The Conjuring 4,Horror,Lotte Cinema Q7,3D,1,"110,000",0,"110,000",wallet,0,Success
TXN000436,U70316,Regular,2/26/2026 17:06,3/1/2026 4:06,Weekend,Fast X Final,Action,CGV Aeon Mall,Standard,5,"85,000",0,"425,000",vietQR,0,Failed
TXN000437,U67092,Regular,4/1/2026 0:48,4/10/2026 10:48,Weekday,The Conjuring 4,Horror,Lotte Cinema Q7,3D,3,"110,000","49,000","379,000",bank,0,Failed
TXN000438,U41483,Regular,5/26/2026 15:46,6/4/2026 2:46,Weekday,Dune: Part Three,Sci-Fi,Lotte Landmark,VIP,1,"140,000",0,"140,000",bank,0,Success
TXN000439,U72709,New,5/18/2026 16:53,5/20/2026 8:53,Weekday,Oppenheimer II,Drama,Lotte Landmark,VIP,3,"145,000",0,"435,000",wallet,"10,000",Success
TXN000440,U83922,Regular,4/23/2026 16:45,4/27/2026 2:45,Weekday,Nha Ba Nu 2,Comedy,Lotte Cinema Q7,Couple,1,"265,000","49,000","314,000",bank,0,Success
TXN000441,U25556,New,5/29/2026 14:41,6/5/2026 14:41,Weekday,Joker 3,Crime,Galaxy Nguyen Du,VIP,3,"140,000",0,"420,000",wallet,"10,000",Success
TXN000442,U44385,Member,2/15/2026 13:37,2/16/2026 4:37,Weekday,Joker 3,Crime,Lotte Landmark,Standard,2,"75,000",0,"150,000",vietQR,"10,000",Success
TXN000443,U91262,Regular,1/7/2026 17:20,1/10/2026 3:20,Weekend,Deadpool 4,Action,CGV Aeon Mall,Couple,2,"260,000",0,"520,000",bank,0,Refunded
TXN000444,U52144,New,1/15/2026 15:48,1/24/2026 6:48,Weekend,Inside Out 3,Animation,Lotte Cinema Q7,IMAX,2,"160,000",0,"320,000",wallet,"10,000",Success
TXN000445,U31183,Regular,4/10/2026 7:31,4/11/2026 17:31,Weekend,Inside Out 3,Animation,Galaxy Sala,IMAX,2,"160,000",0,"320,000",bank,0,Success
TXN000446,U90861,Member,2/17/2026 11:14,2/21/2026 1:14,Weekend,Mai 2,Drama,Lotte Cinema Q7,3D,1,"110,000","129,000","239,000",vietQR,"10,000",Success
TXN000447,U47762,Member,5/5/2026 13:40,5/9/2026 6:40,Weekend,Gladiator III,Action,Lotte Cinema Q7,Standard,1,"75,000",0,"75,000",wallet,0,Success
TXN000448,U27692,VIP,1/3/2026 18:45,1/4/2026 1:45,Weekend,Gladiator III,Action,Galaxy Nguyen Du,3D,4,"120,000","49,000","529,000",bank,"10,000",Success
TXN000449,U32883,Regular,2/12/2026 0:43,2/18/2026 9:43,Weekday,La La Land 2,Romance,CGV Vincom,3D,2,"120,000","189,000","429,000",wallet,0,Success
TXN000450,U71842,Regular,1/20/2026 3:55,1/24/2026 12:55,Weekend,Fast X Final,Action,BHD Star Bitexco,IMAX,4,"165,000",0,"660,000",wallet,0,Success
TXN000451,U23373,Regular,4/25/2026 14:39,5/4/2026 1:39,Weekday,The Conjuring 4,Horror,BHD Pham Hung,Standard,3,"75,000","49,000","274,000",wallet,"50,000",Success
TXN000452,U37314,Regular,4/10/2026 3:30,4/18/2026 1:30,Weekend,Gladiator III,Action,BHD Star Bitexco,Standard,1,"75,000","89,000","164,000",wallet,"10,000",Success
TXN000453,U53920,Regular,2/25/2026 12:51,3/6/2026 14:51,Weekday,Dune: Part Three,Sci-Fi,Lotte Cinema Q7,Standard,2,"75,000","89,000","239,000",vietQR,0,Success
TXN000454,U62115,Member,5/25/2026 20:40,5/30/2026 1:40,Weekend,Moana 2,Animation,CGV Aeon Mall,VIP,3,"145,000",0,"435,000",wallet,0,Success
TXN000455,U97155,VIP,1/9/2026 9:32,1/14/2026 20:32,Weekday,Moana 2,Animation,Lotte Cinema Q7,VIP,2,"145,000",0,"290,000",wallet,0,Success
TXN000456,U91231,VIP,1/22/2026 0:04,1/27/2026 8:04,Weekday,Joker 3,Crime,Lotte Cinema Q7,Standard,2,"75,000","129,000","279,000",vietQR,0,Failed
TXN000457,U95628,VIP,4/4/2026 12:26,4/5/2026 18:26,Weekend,Wicked 2,Musical,Lotte Cinema Q7,3D,1,"120,000","49,000","169,000",wallet,0,Success
TXN000458,U30846,Regular,4/20/2026 16:46,4/27/2026 9:46,Weekday,Wicked 2,Musical,BHD Star Bitexco,3D,2,"110,000","49,000","269,000",bank,0,Success
TXN000459,U28433,Member,4/9/2026 0:08,4/13/2026 6:08,Weekday,Avengers: Secret Wars,Action,BHD Star Bitexco,Standard,4,"75,000","89,000","389,000",bank,0,Success
TXN000460,U78590,VIP,2/14/2026 14:05,2/23/2026 17:05,Weekday,Oppenheimer II,Drama,CGV Vincom,Standard,1,"80,000","49,000","129,000",bank,"10,000",Success
TXN000461,U60292,Regular,4/12/2026 6:39,4/17/2026 5:39,Weekday,Avengers: Secret Wars,Action,Galaxy Nguyen Du,3D,2,"115,000","129,000","359,000",vietQR,"10,000",Success
TXN000462,U70110,VIP,2/23/2026 14:38,3/4/2026 14:38,Weekday,La La Land 2,Romance,Lotte Landmark,Standard,2,"75,000","49,000","199,000",vietQR,0,Success
TXN000463,U12624,VIP,1/7/2026 3:23,1/8/2026 17:23,Weekday,Deadpool 4,Action,Galaxy Nguyen Du,VIP,2,"140,000",0,"280,000",wallet,0,Failed
TXN000464,U57176,Member,4/4/2026 8:19,4/7/2026 2:19,Weekday,Dune: Part Three,Sci-Fi,Lotte Cinema Q7,VIP,6,"145,000","49,000","919,000",bank,0,Success
TXN000465,U37098,Member,1/9/2026 13:28,1/19/2026 8:28,Weekday,Wicked 2,Musical,BHD Star Bitexco,IMAX,6,"170,000","129,000","1,149,000",bank,0,Success
TXN000466,U80521,Regular,3/31/2026 0:55,4/8/2026 15:55,Weekday,Inside Out 3,Animation,BHD Pham Hung,3D,1,"110,000",0,"110,000",wallet,0,Refunded
TXN000467,U48834,New,2/1/2026 21:12,2/2/2026 23:12,Weekday,Inside Out 3,Animation,Galaxy Sala,Standard,2,"75,000","49,000","199,000",bank,0,Success
TXN000468,U37908,Regular,3/19/2026 6:28,3/27/2026 17:28,Weekday,La La Land 2,Romance,CGV Aeon Mall,Couple,2,"260,000",0,"520,000",bank,0,Success
TXN000469,U38494,New,4/26/2026 18:21,5/2/2026 1:21,Weekend,The Conjuring 4,Horror,Lotte Cinema Q7,Standard,2,"75,000",0,"150,000",wallet,0,Success
TXN000470,U47995,Regular,1/3/2026 22:31,1/4/2026 22:31,Weekend,Joker 3,Crime,Lotte Cinema Q7,Couple,2,"260,000",0,"520,000",wallet,0,Refunded
TXN000471,U98043,New,3/6/2026 13:20,3/9/2026 11:20,Weekday,Smile 3,Horror,CGV Aeon Mall,3D,1,"115,000","49,000","164,000",wallet,0,Success
TXN000472,U84425,Member,1/13/2026 4:47,1/19/2026 15:47,Weekday,The Conjuring 4,Horror,Galaxy Sala,Standard,2,"80,000",0,"160,000",bank,0,Success
TXN000473,U61999,Regular,1/26/2026 19:57,1/28/2026 9:57,Weekday,Wicked 2,Musical,Galaxy Nguyen Du,Standard,2,"85,000",0,"170,000",wallet,0,Success
TXN000474,U42432,Member,1/12/2026 22:25,1/13/2026 14:25,Weekday,Mai 2,Drama,Galaxy Sala,IMAX,5,"170,000","89,000","939,000",wallet,0,Success
TXN000475,U55756,Regular,2/5/2026 22:14,2/6/2026 0:14,Weekday,Joker 3,Crime,Lotte Landmark,Standard,4,"75,000","129,000","429,000",vietQR,0,Success
TXN000476,U47386,Regular,3/29/2026 11:55,3/31/2026 11:55,Weekday,Wicked 2,Musical,CGV Vincom,VIP,2,"140,000","49,000","329,000",vietQR,0,Success
TXN000477,U63960,Regular,2/11/2026 11:04,2/19/2026 2:04,Weekday,Avengers: Secret Wars,Action,Galaxy Sala,VIP,4,"140,000","129,000","689,000",wallet,0,Success
TXN000478,U36181,Regular,4/29/2026 1:44,5/1/2026 2:44,Weekday,Wicked 2,Musical,BHD Star Bitexco,3D,1,"110,000",0,"110,000",wallet,0,Success
TXN000479,U90322,Regular,5/8/2026 2:13,5/17/2026 21:13,Weekend,Inside Out 3,Animation,Galaxy Nguyen Du,Standard,4,"80,000","129,000","449,000",vietQR,0,Success
TXN000480,U83975,VIP,3/29/2026 2:39,3/31/2026 5:39,Weekday,Deadpool 4,Action,Lotte Cinema Q7,Couple,3,"260,000",0,"780,000",vietQR,0,Success
TXN000481,U20481,Member,2/1/2026 9:55,2/5/2026 17:55,Weekday,Mai 2,Drama,Lotte Landmark,Standard,5,"85,000",0,"425,000",vietQR,0,Success
TXN000482,U11664,Member,2/22/2026 9:05,2/26/2026 15:05,Weekday,Oppenheimer II,Drama,Lotte Landmark,Standard,2,"80,000","49,000","209,000",bank,0,Success
TXN000483,U15623,Member,3/9/2026 12:02,3/10/2026 19:02,Weekday,Moana 2,Animation,BHD Pham Hung,Standard,4,"75,000",0,"300,000",bank,0,Failed
TXN000484,U42959,Regular,5/4/2026 20:25,5/5/2026 12:25,Weekday,Inside Out 3,Animation,Galaxy Sala,Standard,2,"80,000",0,"160,000",wallet,0,Failed
TXN000485,U22225,Regular,4/9/2026 13:04,4/14/2026 17:04,Weekday,Gladiator III,Action,Lotte Cinema Q7,Standard,4,"75,000","89,000","389,000",vietQR,0,Success
TXN000486,U50970,VIP,2/18/2026 19:23,2/23/2026 23:23,Weekday,Deadpool 4,Action,Galaxy Nguyen Du,IMAX,5,"165,000","49,000","874,000",vietQR,0,Success
TXN000487,U53756,Member,4/5/2026 0:05,4/9/2026 5:05,Weekday,Moana 2,Animation,Lotte Cinema Q7,Standard,4,"75,000",0,"300,000",wallet,0,Success
TXN000488,U45132,Member,3/15/2026 18:56,3/18/2026 3:56,Weekday,La La Land 2,Romance,Lotte Landmark,Standard,2,"75,000",0,"150,000",bank,0,Success
TXN000489,U27956,New,4/27/2026 21:47,5/4/2026 19:47,Weekday,Moana 2,Animation,Galaxy Sala,3D,3,"110,000","189,000","519,000",bank,0,Success
TXN000490,U50853,Member,2/10/2026 13:01,2/17/2026 4:01,Weekday,Fast X Final,Action,BHD Pham Hung,Standard,2,"75,000","49,000","199,000",wallet,0,Failed
TXN000491,U16016,Regular,3/19/2026 7:55,3/23/2026 7:55,Weekday,Oppenheimer II,Drama,CGV Aeon Mall,3D,3,"110,000","189,000","519,000",bank,"10,000",Success
TXN000492,U48954,Regular,5/4/2026 14:19,5/10/2026 19:19,Weekend,Smile 3,Horror,BHD Pham Hung,Standard,5,"85,000","89,000","514,000",wallet,"10,000",Success
TXN000493,U23162,Member,3/26/2026 19:46,4/5/2026 18:46,Weekend,Deadpool 4,Action,Galaxy Nguyen Du,Standard,2,"80,000",0,"160,000",wallet,"10,000",Success
TXN000494,U42064,New,5/6/2026 18:38,5/16/2026 14:38,Weekend,Joker 3,Crime,CGV Vincom,Standard,5,"85,000",0,"425,000",vietQR,0,Success
TXN000495,U50077,New,3/28/2026 6:47,4/1/2026 19:47,Weekday,Gladiator III,Action,Lotte Cinema Q7,Couple,2,"260,000",0,"520,000",vietQR,0,Failed
TXN000496,U48989,Regular,3/25/2026 20:36,3/31/2026 18:36,Weekday,Mai 2,Drama,Lotte Cinema Q7,Standard,4,"80,000","89,000","409,000",bank,0,Success
TXN000497,U18498,Member,3/30/2026 3:36,3/31/2026 13:36,Weekday,Gladiator III,Action,Lotte Landmark,Standard,2,"85,000","89,000","259,000",wallet,"20,000",Success
TXN000498,U39602,Regular,4/14/2026 14:34,4/14/2026 20:34,Weekday,Wicked 2,Musical,Galaxy Nguyen Du,Couple,4,"260,000","89,000","1,129,000",wallet,0,Success
TXN000499,U45241,New,4/7/2026 5:16,4/12/2026 16:16,Weekend,Oppenheimer II,Drama,BHD Pham Hung,Standard,4,"80,000","49,000","369,000",bank,"10,000",Success
TXN000500,U11622,Member,4/22/2026 18:25,4/26/2026 19:25,Weekend,Deadpool 4,Action,CGV Vincom,VIP,4,"145,000","89,000","669,000",wallet,"30,000",Success
TXN000501,U97388,Regular,4/27/2026 16:29,5/3/2026 11:29,Weekend,Joker 3,Crime,Galaxy Nguyen Du,Standard,6,"85,000","189,000","699,000",bank,0,Success
TXN000502,U39774,Regular,3/2/2026 15:54,3/10/2026 20:54,Weekday,Oppenheimer II,Drama,BHD Star Bitexco,Standard,5,"80,000",0,"400,000",wallet,0,Success
TXN000503,U51183,Regular,4/8/2026 6:31,4/14/2026 5:31,Weekday,The Conjuring 4,Horror,BHD Pham Hung,IMAX,1,"170,000","129,000","299,000",bank,"30,000",Success
TXN000504,U32325,Regular,5/2/2026 22:46,5/12/2026 20:46,Weekday,Mai 2,Drama,CGV Vincom,Standard,1,"85,000",0,"85,000",wallet,0,Success
TXN000505,U36796,Member,1/12/2026 7:30,1/18/2026 6:30,Weekend,Wicked 2,Musical,Galaxy Sala,Couple,4,"260,000","189,000","1,229,000",bank,"20,000",Success
