session_tracking_id,user_id,event_id,screen_name,event_name,event_type,tracking_time,event_sequence,platform,app_version,device_model,network,user_segment,duration_ms
SES000074,U25600,1023.013,Chọn Ghế,chọn ghế,click,2026-05-29 20:28:44,11,Android,4.0.0,Samsung A54,3G,Regular,"37,831"
SES000074,U25600,1023.014,Chọn Ghế,bấm tiếp tục màn hình chọn ghế,click,2026-05-29 20:29:52,12,Android,4.0.0,Samsung A54,3G,Regular,"16,680"
SES000074,U25600,1024.015,Chọn Bắp Nước,load màn hình chọn bắp nước,view,2026-05-29 20:30:03,13,Android,4.0.0,Samsung A54,3G,Regular,"17,173"
SES000074,U25600,1024.013,Chọn Bắp Nước,chọn bắp nước,click,2026-05-29 20:30:16,14,Android,4.0.0,Samsung A54,3G,Regular,"5,349"
SES000074,U25600,1024.014,Chọn Bắp Nước,bấm tiếp tục màn hình chọn bắp nước,click,2026-05-29 20:31:35,15,Android,4.0.0,Samsung A54,3G,Regular,"11,252"
SES000074,U25600,1025.015,Confirm,load màn hình confirm,view,2026-05-29 20:32:44,16,Android,4.0.0,Samsung A54,3G,Regular,"2,295"
SES000074,U25600,1025.016,Confirm,bấm xác nhận tại màn hình confirm,click,2026-05-29 20:33:52,17,Android,4.0.0,Samsung A54,3G,Regular,"2,103"
SES000074,U25600,1026.017,Thanh Toán,load màn hình thanh toán,view,2026-05-29 20:34:45,18,Android,4.0.0,Samsung A54,3G,Regular,"24,841"
SES000074,U25600,1026.018,Thanh Toán,bấm xác nhận trên màn hình thanh toán,submit,2026-05-29 20:35:20,19,Android,4.0.0,Samsung A54,3G,Regular,"20,932"
SES000075,U11117,1020.000,Movie Home,load màn hình Movie home,view,2026-05-05 14:01:06,1,Android,4.1.3,Pixel 7,Wifi,New,"43,540"
SES000075,U11117,1020.001,Movie Home,click chọn phim,click,2026-05-05 14:02:09,2,Android,4.1.3,Pixel 7,Wifi,New,"8,084"
SES000075,U11117,1020.005,Movie Home,click đặt vé phim trên Movie home,click,2026-05-05 14:03:12,3,Android,4.1.3,Pixel 7,Wifi,New,"40,229"
SES000075,U11117,1022.008,Chọn Suất Chiếu,Load màn hình chọn suất chiếu,view,2026-05-05 14:04:21,4,Android,4.1.3,Pixel 7,Wifi,New,"37,016"
SES000075,U11117,1022.009,Chọn Suất Chiếu,Chọn rạp phim trên màn hình suất chiếu,click,2026-05-05 14:05:51,5,Android,4.1.3,Pixel 7,Wifi,New,"34,442"
SES000076,U69360,1020.000,Movie Home,load màn hình Movie home,view,2026-05-06 07:38:23,1,iOS,3.9.0,iPhone 14,5G,Regular,"20,986"
SES000076,U69360,1020.004,Movie Home,Click xem tất cả phim,click,2026-05-06 07:39:37,2,iOS,3.9.0,iPhone 14,5G,Regular,"29,421"
SES000076,U69360,1020.002,Movie Home,click xem chi tiết phim,click,2026-05-06 07:40:38,3,iOS,3.9.0,iPhone 14,5G,Regular,"5,022"
SES000076,U69360,1021.007,Phim Detail,load màn hình phim detail,view,2026-05-06 07:41:02,4,iOS,3.9.0,iPhone 14,5G,Regular,"37,324"
SES000076,U69360,1021.006,Phim Detail,click đặt vé phim trên phim detail,click,2026-05-06 07:42:30,5,iOS,3.9.0,iPhone 14,5G,Regular,"42,901"
SES000076,U69360,1022.008,Chọn Suất Chiếu,Load màn hình chọn suất chiếu,view,2026-05-06 07:43:02,6,iOS,3.9.0,iPhone 14,5G,Regular,"14,953"
SES000077,U80265,1020.000,Movie Home,load màn hình Movie home,view,2026-05-29 01:18:27,1,iOS,3.8.1,iPhone 12,4G,VIP,"12,856"
SES000077,U80265,1020.001,Movie Home,click chọn phim,click,2026-05-29 01:18:33,2,iOS,3.8.1,iPhone 12,4G,VIP,"9,158"
SES000077,U80265,1020.005,Movie Home,click đặt vé phim trên Movie home,click,2026-05-29 01:18:55,3,iOS,3.8.1,iPhone 12,4G,VIP,"35,501"
SES000077,U80265,1022.008,Chọn Suất Chiếu,Load màn hình chọn suất chiếu,view,2026-05-29 01:20:09,4,iOS,3.8.1,iPhone 12,4G,VIP,"29,439"
SES000077,U80265,1022.009,Chọn Suất Chiếu,Chọn rạp phim trên màn hình suất chiếu,click,2026-05-29 01:20:14,5,iOS,3.8.1,iPhone 12,4G,VIP,"16,467"
SES000078,U81460,1020.000,Movie Home,load màn hình Movie home,view,2026-05-06 21:02:28,1,iOS,3.9.0,iPhone 12,Wifi,Member,690
SES000078,U81460,1020.001,Movie Home,click chọn phim,click,2026-05-06 21:02:41,2,iOS,3.9.0,iPhone 12,Wifi,Member,"32,760"
SES000078,U81460,1020.002,Movie Home,click xem chi tiết phim,click,2026-05-06 21:03:12,3,iOS,3.9.0,iPhone 12,Wifi,Member,369
SES000078,U81460,1021.007,Phim Detail,load màn hình phim detail,view,2026-05-06 21:04:35,4,iOS,3.9.0,iPhone 12,Wifi,Member,"23,872"
SES000078,U81460,1021.006,Phim Detail,click đặt vé phim trên phim detail,click,2026-05-06 21:04:36,5,iOS,3.9.0,iPhone 12,Wifi,Member,"16,045"
SES000078,U81460,1022.008,Chọn Suất Chiếu,Load màn hình chọn suất chiếu,view,2026-05-06 21:04:40,6,iOS,3.9.0,iPhone 12,Wifi,Member,"1,643"
SES000078,U81460,1022.009,Chọn Suất Chiếu,Chọn rạp phim trên màn hình suất chiếu,click,2026-05-06 21:05:26,7,iOS,3.9.0,iPhone 12,Wifi,Member,"16,611"
SES000078,U81460,1022.010,Chọn Suất Chiếu,chọn ngày trên màn hình suất chiếu,click,2026-05-06 21:05:40,8,iOS,3.9.0,iPhone 12,Wifi,Member,"32,926"
SES000078,U81460,1022.011,Chọn Suất Chiếu,chọn suất chiếu trên màn hình suất chiếu,click,2026-05-06 21:06:55,9,iOS,3.9.0,iPhone 12,Wifi,Member,"41,931"
SES000078,U81460,1023.012,Chọn Ghế,load màn hình chọn ghế,view,2026-05-06 21:07:13,10,iOS,3.9.0,iPhone 12,Wifi,Member,"32,992"
SES000079,U57879,1020.000,Movie Home,load màn hình Movie home,view,2026-05-04 07:22:34,1,Android,4.1.3,Samsung A54,5G,VIP,"22,758"
SES000079,U57879,1020.001,Movie Home,click chọn phim,click,2026-05-04 07:23:38,2,Android,4.1.3,Samsung A54,5G,VIP,"5,853"
SES000079,U57879,1020.002,Movie Home,click xem chi tiết phim,click,2026-05-04 07:24:52,3,Android,4.1.3,Samsung A54,5G,VIP,"43,725"
SES000079,U57879,1021.007,Phim Detail,load màn hình phim detail,view,2026-05-04 07:25:48,4,Android,4.1.3,Samsung A54,5G,VIP,"32,412"
SES000079,U57879,1021.006,Phim Detail,click đặt vé phim trên phim detail,click,2026-05-04 07:26:52,5,Android,4.1.3,Samsung A54,5G,VIP,"42,275"
SES000079,U57879,1022.008,Chọn Suất Chiếu,Load màn hình chọn suất chiếu,view,2026-05-04 07:27:41,6,Android,4.1.3,Samsung A54,5G,VIP,"42,619"
SES000079,U57879,1022.009,Chọn Suất Chiếu,Chọn rạp phim trên màn hình suất chiếu,click,2026-05-04 07:28:13,7,Android,4.1.3,Samsung A54,5G,VIP,"30,510"
SES000079,U57879,1022.010,Chọn Suất Chiếu,chọn ngày trên màn hình suất chiếu,click,2026-05-04 07:29:25,8,Android,4.1.3,Samsung A54,5G,VIP,"6,682"
SES000079,U57879,1022.011,Chọn Suất Chiếu,chọn suất chiếu trên màn hình suất chiếu,click,2026-05-04 07:29:36,9,Android,4.1.3,Samsung A54,5G,VIP,"32,630"
SES000079,U57879,1023.012,Chọn Ghế,load màn hình chọn ghế,view,2026-05-04 07:29:40,10,Android,4.1.3,Samsung A54,5G,VIP,"39,912"
SES000079,U57879,1023.013,Chọn Ghế,chọn ghế,click,2026-05-04 07:29:52,11,Android,4.1.3,Samsung A54,5G,VIP,"27,993"
SES000079,U57879,1023.014,Chọn Ghế,bấm tiếp tục màn hình chọn ghế,click,2026-05-04 07:29:54,12,Android,4.1.3,Samsung A54,5G,VIP,"42,254"
SES000079,U57879,1024.015,Chọn Bắp Nước,load màn hình chọn bắp nước,view,2026-05-04 07:30:45,13,Android,4.1.3,Samsung A54,5G,VIP,"16,868"
SES000080,U54012,1020.000,Movie Home,load màn hình Movie home,view,2026-05-18 06:02:40,1,iOS,3.9.0,iPhone 13,4G,Regular,"33,123"
SES000080,U54012,1020.004,Movie Home,Click xem tất cả phim,click,2026-05-18 06:02:43,2,iOS,3.9.0,iPhone 13,4G,Regular,"2,124"
SES000080,U54012,1020.002,Movie Home,click xem chi tiết phim,click,2026-05-18 06:03:27,3,iOS,3.9.0,iPhone 13,4G,Regular,"27,674"
SES000080,U54012,1021.007,Phim Detail,load màn hình phim detail,view,2026-05-18 06:03:42,4,iOS,3.9.0,iPhone 13,4G,Regular,"15,704"
SES000080,U54012,1021.003,Phim Detail,Click xem trailer,click,2026-05-18 06:03:49,5,iOS,3.9.0,iPhone 13,4G,Regular,"22,172"
SES000080,U54012,1021.006,Phim Detail,click đặt vé phim trên phim detail,click,2026-05-18 06:05:10,6,iOS,3.9.0,iPhone 13,4G,Regular,"28,957"
SES000080,U54012,1022.008,Chọn Suất Chiếu,Load màn hình chọn suất chiếu,view,2026-05-18 06:05:36,7,iOS,3.9.0,iPhone 13,4G,Regular,"37,906"
SES000080,U54012,1022.009,Chọn Suất Chiếu,Chọn rạp phim trên màn hình suất chiếu,click,2026-05-18 06:06:18,8,iOS,3.9.0,iPhone 13,4G,Regular,"24,880"
SES000080,U54012,1022.010,Chọn Suất Chiếu,chọn ngày trên màn hình suất chiếu,click,2026-05-18 06:06:46,9,iOS,3.9.0,iPhone 13,4G,Regular,"4,058"
SES000080,U54012,1022.011,Chọn Suất Chiếu,chọn suất chiếu trên màn hình suất chiếu,click,2026-05-18 06:07:33,10,iOS,3.9.0,iPhone 13,4G,Regular,"15,810"
SES000080,U54012,1023.012,Chọn Ghế,load màn hình chọn ghế,view,2026-05-18 06:07:40,11,iOS,3.9.0,iPhone 13,4G,Regular,823
SES000080,U54012,1023.013,Chọn Ghế,chọn ghế,click,2026-05-18 06:08:33,12,iOS,3.9.0,iPhone 13,4G,Regular,"18,946"
SES000080,U54012,1023.014,Chọn Ghế,bấm tiếp tục màn hình chọn ghế,click,2026-05-18 06:08:35,13,iOS,3.9.0,iPhone 13,4G,Regular,"21,523"
SES000080,U54012,1024.015,Chọn Bắp Nước,load màn hình chọn bắp nước,view,2026-05-18 06:09:02,14,iOS,3.9.0,iPhone 13,4G,Regular,"34,844"
SES000081,U27705,1020.000,Movie Home,load màn hình Movie home,view,2026-05-19 00:14:51,1,iOS,3.8.1,iPhone 12,Wifi,VIP,"11,933"
SES000081,U27705,1020.004,Movie Home,Click xem tất cả phim,click,2026-05-19 00:16:14,2,iOS,3.8.1,iPhone 12,Wifi,VIP,"1,093"
SES000081,U27705,1020.002,Movie Home,click xem chi tiết phim,click,2026-05-19 00:16:22,3,iOS,3.8.1,iPhone 12,Wifi,VIP,"38,432"
SES000081,U27705,1021.007,Phim Detail,load màn hình phim detail,view,2026-05-19 00:17:14,4,iOS,3.8.1,iPhone 12,Wifi,VIP,"23,835"
SES000081,U27705,1021.006,Phim Detail,click đặt vé phim trên phim detail,click,2026-05-19 00:17:39,5,iOS,3.8.1,iPhone 12,Wifi,VIP,"42,298"
SES000081,U27705,1022.008,Chọn Suất Chiếu,Load màn hình chọn suất chiếu,view,2026-05-19 00:19:02,6,iOS,3.8.1,iPhone 12,Wifi,VIP,"9,411"
SES000081,U27705,1022.009,Chọn Suất Chiếu,Chọn rạp phim trên màn hình suất chiếu,click,2026-05-19 00:20:03,7,iOS,3.8.1,iPhone 12,Wifi,VIP,"38,482"
SES000081,U27705,1022.010,Chọn Suất Chiếu,chọn ngày trên màn hình suất chiếu,click,2026-05-19 00:20:28,8,iOS,3.8.1,iPhone 12,Wifi,VIP,"23,839"
SES000081,U27705,1022.011,Chọn Suất Chiếu,chọn suất chiếu trên màn hình suất chiếu,click,2026-05-19 00:21:21,9,iOS,3.8.1,iPhone 12,Wifi,VIP,"33,093"
SES000081,U27705,1023.012,Chọn Ghế,load màn hình chọn ghế,view,2026-05-19 00:22:36,10,iOS,3.8.1,iPhone 12,Wifi,VIP,"5,465"
SES000081,U27705,1023.013,Chọn Ghế,chọn ghế,click,2026-05-19 00:23:44,11,iOS,3.8.1,iPhone 12,Wifi,VIP,"24,435"
SES000081,U27705,1023.014,Chọn Ghế,bấm tiếp tục màn hình chọn ghế,click,2026-05-19 00:24:32,12,iOS,3.8.1,iPhone 12,Wifi,VIP,"8,153"
SES000081,U27705,1024.015,Chọn Bắp Nước,load màn hình chọn bắp nước,view,2026-05-19 00:24:54,13,iOS,3.8.1,iPhone 12,Wifi,VIP,"14,983"
SES000081,U27705,1024.014,Chọn Bắp Nước,bấm tiếp tục màn hình chọn bắp nước,click,2026-05-19 00:26:10,14,iOS,3.8.1,iPhone 12,Wifi,VIP,"28,748"
SES000081,U27705,1025.015,Confirm,load màn hình confirm,view,2026-05-19 00:27:23,15,iOS,3.8.1,iPhone 12,Wifi,VIP,"21,451"
SES000081,U27705,1025.016,Confirm,bấm xác nhận tại màn hình confirm,click,2026-05-19 00:28:04,16,iOS,3.8.1,iPhone 12,Wifi,VIP,"10,567"
SES000081,U27705,1026.017,Thanh Toán,load màn hình thanh toán,view,2026-05-19 00:28:48,17,iOS,3.8.1,iPhone 12,Wifi,VIP,"35,784"
SES000081,U27705,1026.018,Thanh Toán,bấm xác nhận trên màn hình thanh toán,submit,2026-05-19 00:29:28,18,iOS,3.8.1,iPhone 12,Wifi,VIP,"12,794"
SES000082,U90192,1020.000,Movie Home,load màn hình Movie home,view,2026-05-01 19:24:19,1,Android,4.1.3,Samsung A54,5G,Member,"35,199"
SES000082,U90192,1020.001,Movie Home,click chọn phim,click,2026-05-01 19:24:50,2,Android,4.1.3,Samsung A54,5G,Member,"43,835"
SES000082,U90192,1020.002,Movie Home,click xem chi tiết phim,click,2026-05-01 19:25:59,3,Android,4.1.3,Samsung A54,5G,Member,"37,031"
SES000082,U90192,1021.007,Phim Detail,load màn hình phim detail,view,2026-05-01 19:26:46,4,Android,4.1.3,Samsung A54,5G,Member,"1,335"
SES000082,U90192,1021.006,Phim Detail,click đặt vé phim trên phim detail,click,2026-05-01 19:28:05,5,Android,4.1.3,Samsung A54,5G,Member,"21,604"
SES000082,U90192,1022.008,Chọn Suất Chiếu,Load màn hình chọn suất chiếu,view,2026-05-01 19:28:54,6,Android,4.1.3,Samsung A54,5G,Member,"32,466"
SES000082,U90192,1022.009,Chọn Suất Chiếu,Chọn rạp phim trên màn hình suất chiếu,click,2026-05-01 19:29:29,7,Android,4.1.3,Samsung A54,5G,Member,"10,485"
SES000082,U90192,1022.010,Chọn Suất Chiếu,chọn ngày trên màn hình suất chiếu,click,2026-05-01 19:30:32,8,Android,4.1.3,Samsung A54,5G,Member,"17,065"
SES000082,U90192,1022.011,Chọn Suất Chiếu,chọn suất chiếu trên màn hình suất chiếu,click,2026-05-01 19:31:18,9,Android,4.1.3,Samsung A54,5G,Member,"5,734"
SES000082,U90192,1023.012,Chọn Ghế,load màn hình chọn ghế,view,2026-05-01 19:32:25,10,Android,4.1.3,Samsung A54,5G,Member,"23,195"
SES000082,U90192,1023.013,Chọn Ghế,chọn ghế,click,2026-05-01 19:33:03,11,Android,4.1.3,Samsung A54,5G,Member,"14,980"
SES000082,U90192,1023.014,Chọn Ghế,bấm tiếp tục màn hình chọn ghế,click,2026-05-01 19:34:19,12,Android,4.1.3,Samsung A54,5G,Member,"3,915"
SES000082,U90192,1024.015,Chọn Bắp Nước,load màn hình chọn bắp nước,view,2026-05-01 19:35:17,13,Android,4.1.3,Samsung A54,5G,Member,"11,163"
SES000082,U90192,1024.013,Chọn Bắp Nước,chọn bắp nước,click,2026-05-01 19:35:27,14,Android,4.1.3,Samsung A54,5G,Member,"7,195"
SES000083,U34161,1020.000,Movie Home,load màn hình Movie home,view,2026-05-31 04:47:46,1,Android,4.0.0,Samsung A54,Wifi,Regular,"9,738"
SES000083,U34161,1020.004,Movie Home,Click xem tất cả phim,click,2026-05-31 04:48:23,2,Android,4.0.0,Samsung A54,Wifi,Regular,"42,441"
SES000083,U34161,1020.002,Movie Home,click xem chi tiết phim,click,2026-05-31 04:48:26,3,Android,4.0.0,Samsung A54,Wifi,Regular,"40,892"
SES000083,U34161,1021.007,Phim Detail,load màn hình phim detail,view,2026-05-31 04:49:23,4,Android,4.0.0,Samsung A54,Wifi,Regular,"8,553"
SES000083,U34161,1021.003,Phim Detail,Click xem trailer,click,2026-05-31 04:49:30,5,Android,4.0.0,Samsung A54,Wifi,Regular,"38,152"
SES000083,U34161,1021.006,Phim Detail,click đặt vé phim trên phim detail,click,2026-05-31 04:50:33,6,Android,4.0.0,Samsung A54,Wifi,Regular,"34,275"
SES000083,U34161,1022.008,Chọn Suất Chiếu,Load màn hình chọn suất chiếu,view,2026-05-31 04:51:04,7,Android,4.0.0,Samsung A54,Wifi,Regular,"9,979"
SES000083,U34161,1022.009,Chọn Suất Chiếu,Chọn rạp phim trên màn hình suất chiếu,click,2026-05-31 04:52:24,8,Android,4.0.0,Samsung A54,Wifi,Regular,"38,362"
SES000083,U34161,1022.010,Chọn Suất Chiếu,chọn ngày trên màn hình suất chiếu,click,2026-05-31 04:53:54,9,Android,4.0.0,Samsung A54,Wifi,Regular,"3,914"
SES000083,U34161,1022.011,Chọn Suất Chiếu,chọn suất chiếu trên màn hình suất chiếu,click,2026-05-31 04:55:12,10,Android,4.0.0,Samsung A54,Wifi,Regular,"12,011"
SES000083,U34161,1023.012,Chọn Ghế,load màn hình chọn ghế,view,2026-05-31 04:55:15,11,Android,4.0.0,Samsung A54,Wifi,Regular,"29,340"
SES000083,U34161,1023.013,Chọn Ghế,chọn ghế,click,2026-05-31 04:55:56,12,Android,4.0.0,Samsung A54,Wifi,Regular,"27,603"
SES000083,U34161,1023.014,Chọn Ghế,bấm tiếp tục màn hình chọn ghế,click,2026-05-31 04:56:11,13,Android,4.0.0,Samsung A54,Wifi,Regular,"29,669"
SES000083,U34161,1024.015,Chọn Bắp Nước,load màn hình chọn bắp nước,view,2026-05-31 04:56:47,14,Android,4.0.0,Samsung A54,Wifi,Regular,"31,872"
SES000083,U34161,1024.013,Chọn Bắp Nước,chọn bắp nước,click,2026-05-31 04:56:58,15,Android,4.0.0,Samsung A54,Wifi,Regular,"37,333"
SES000083,U34161,1024.014,Chọn Bắp Nước,bấm tiếp tục màn hình chọn bắp nước,click,2026-05-31 04:58:25,16,Android,4.0.0,Samsung A54,Wifi,Regular,"6,236"
SES000083,U34161,1025.015,Confirm,load màn hình confirm,view,2026-05-31 04:59:04,17,Android,4.0.0,Samsung A54,Wifi,Regular,"27,748"
SES000083,U34161,1025.016,Confirm,bấm xác nhận tại màn hình confirm,click,2026-05-31 05:00:24,18,Android,4.0.0,Samsung A54,Wifi,Regular,"29,868"
SES000083,U34161,1026.017,Thanh Toán,load màn hình thanh toán,view,2026-05-31 05:01:02,19,Android,4.0.0,Samsung A54,Wifi,Regular,"24,498"
SES000083,U34161,1026.018,Thanh Toán,bấm xác nhận trên màn hình thanh toán,submit,2026-05-31 05:01:46,20,Android,4.0.0,Samsung A54,Wifi,Regular,"16,206"
SES000084,U61908,1020.000,Movie Home,load màn hình Movie home,view,2026-05-17 18:03:02,1,Android,4.1.3,Samsung A54,5G,New,"6,043"
SES000084,U61908,1020.001,Movie Home,click chọn phim,click,2026-05-17 18:03:56,2,Android,4.1.3,Samsung A54,5G,New,"28,236"
SES000084,U61908,1020.002,Movie Home,click xem chi tiết phim,click,2026-05-17 18:05:06,3,Android,4.1.3,Samsung A54,5G,New,"34,049"
SES000084,U61908,1021.007,Phim Detail,load màn hình phim detail,view,2026-05-17 18:05:37,4,Android,4.1.3,Samsung A54,5G,New,"4,402"
SES000084,U61908,1021.006,Phim Detail,click đặt vé phim trên phim detail,click,2026-05-17 18:06:26,5,Android,4.1.3,Samsung A54,5G,New,"23,798"
SES000084,U61908,1022.008,Chọn Suất Chiếu,Load màn hình chọn suất chiếu,view,2026-05-17 18:06:47,6,Android,4.1.3,Samsung A54,5G,New,"4,363"
SES000084,U61908,1022.009,Chọn Suất Chiếu,Chọn rạp phim trên màn hình suất chiếu,click,2026-05-17 18:08:09,7,Android,4.1.3,Samsung A54,5G,New,"8,719"
SES000084,U61908,1022.010,Chọn Suất Chiếu,chọn ngày trên màn hình suất chiếu,click,2026-05-17 18:08:20,8,Android,4.1.3,Samsung A54,5G,New,"27,214"
SES000084,U61908,1022.011,Chọn Suất Chiếu,chọn suất chiếu trên màn hình suất chiếu,click,2026-05-17 18:08:30,9,Android,4.1.3,Samsung A54,5G,New,"37,174"
SES000084,U61908,1023.012,Chọn Ghế,load màn hình chọn ghế,view,2026-05-17 18:09:16,10,Android,4.1.3,Samsung A54,5G,New,"5,772"
SES000084,U61908,1023.013,Chọn Ghế,chọn ghế,click,2026-05-17 18:09:38,11,Android,4.1.3,Samsung A54,5G,New,"39,400"
SES000084,U61908,1023.014,Chọn Ghế,bấm tiếp tục màn hình chọn ghế,click,2026-05-17 18:09:46,12,Android,4.1.3,Samsung A54,5G,New,"21,031"
SES000084,U61908,1024.015,Chọn Bắp Nước,load màn hình chọn bắp nước,view,2026-05-17 18:10:53,13,Android,4.1.3,Samsung A54,5G,New,"7,156"
SES000084,U61908,1024.014,Chọn Bắp Nước,bấm tiếp tục màn hình chọn bắp nước,click,2026-05-17 18:11:49,14,Android,4.1.3,Samsung A54,5G,New,"21,214"
SES000084,U61908,1025.015,Confirm,load màn hình confirm,view,2026-05-17 18:12:22,15,Android,4.1.3,Samsung A54,5G,New,"44,162"
SES000084,U61908,1025.016,Confirm,bấm xác nhận tại màn hình confirm,click,2026-05-17 18:13:38,16,Android,4.1.3,Samsung A54,5G,New,"16,148"
SES000084,U61908,1026.017,Thanh Toán,load màn hình thanh toán,view,2026-05-17 18:14:45,17,Android,4.1.3,Samsung A54,5G,New,"5,418"
SES000084,U61908,1026.018,Thanh Toán,bấm xác nhận trên màn hình thanh toán,submit,2026-05-17 18:16:04,18,Android,4.1.3,Samsung A54,5G,New,"37,201"
SES000085,U86631,1020.000,Movie Home,load màn hình Movie home,view,2026-05-18 22:49:09,1,iOS,4.1.2,iPhone 14,Wifi,Member,"35,159"
SES000085,U86631,1020.004,Movie Home,Click xem tất cả phim,click,2026-05-18 22:50:18,2,iOS,4.1.2,iPhone 14,Wifi,Member,"7,373"
SES000085,U86631,1020.005,Movie Home,click đặt vé phim trên Movie home,click,2026-05-18 22:51:23,3,iOS,4.1.2,iPhone 14,Wifi,Member,"38,520"
SES000086,U67135,1020.000,Movie Home,load màn hình Movie home,view,2026-05-04 16:21:39,1,Android,4.0.0,Xiaomi 13,Wifi,Regular,"4,139"
SES000086,U67135,1020.001,Movie Home,click chọn phim,click,2026-05-04 16:22:13,2,Android,4.0.0,Xiaomi 13,Wifi,Regular,"2,671"
SES000086,U67135,1020.002,Movie Home,click xem chi tiết phim,click,2026-05-04 16:22:59,3,Android,4.0.0,Xiaomi 13,Wifi,Regular,"18,055"
SES000087,U57731,1020.000,Movie Home,load màn hình Movie home,view,2026-05-09 01:03:12,1,iOS,3.9.0,iPhone 13,4G,New,"20,976"
SES000087,U57731,1020.004,Movie Home,Click xem tất cả phim,click,2026-05-09 01:03:50,2,iOS,3.9.0,iPhone 13,4G,New,"35,953"
SES000087,U57731,1020.002,Movie Home,click xem chi tiết phim,click,2026-05-09 01:05:14,3,iOS,3.9.0,iPhone 13,4G,New,"28,006"
SES000087,U57731,1021.007,Phim Detail,load màn hình phim detail,view,2026-05-09 01:05:23,4,iOS,3.9.0,iPhone 13,4G,New,"18,120"
SES000087,U57731,1021.006,Phim Detail,click đặt vé phim trên phim detail,click,2026-05-09 01:06:41,5,iOS,3.9.0,iPhone 13,4G,New,"24,812"
SES000088,U76423,1020.000,Movie Home,load màn hình Movie home,view,2026-05-03 00:29:21,1,Android,4.1.2,Vivo V27,Wifi,Member,"29,742"
SES000089,U72641,1020.000,Movie Home,load màn hình Movie home,view,2026-05-07 23:33:14,1,Android,4.1.2,Pixel 7,Wifi,New,"29,042"
SES000089,U72641,1020.001,Movie Home,click chọn phim,click,2026-05-07 23:33:28,2,Android,4.1.2,Pixel 7,Wifi,New,"9,936"
SES000089,U72641,1020.002,Movie Home,click xem chi tiết phim,click,2026-05-07 23:33:55,3,Android,4.1.2,Pixel 7,Wifi,New,"40,969"
SES000089,U72641,1021.007,Phim Detail,load màn hình phim detail,view,2026-05-07 23:34:47,4,Android,4.1.2,Pixel 7,Wifi,New,"3,973"
SES000089,U72641,1021.006,Phim Detail,click đặt vé phim trên phim detail,click,2026-05-07 23:35:16,5,Android,4.1.2,Pixel 7,Wifi,New,"42,887"
SES000089,U72641,1022.008,Chọn Suất Chiếu,Load màn hình chọn suất chiếu,view,2026-05-07 23:35:58,6,Android,4.1.2,Pixel 7,Wifi,New,"3,317"
SES000089,U72641,1022.009,Chọn Suất Chiếu,Chọn rạp phim trên màn hình suất chiếu,click,2026-05-07 23:37:25,7,Android,4.1.2,Pixel 7,Wifi,New,"19,094"
SES000089,U72641,1022.010,Chọn Suất Chiếu,chọn ngày trên màn hình suất chiếu,click,2026-05-07 23:38:39,8,Android,4.1.2,Pixel 7,Wifi,New,433
SES000089,U72641,1022.011,Chọn Suất Chiếu,chọn suất chiếu trên màn hình suất chiếu,click,2026-05-07 23:38:45,9,Android,4.1.2,Pixel 7,Wifi,New,"44,281"
SES000089,U72641,1023.012,Chọn Ghế,load màn hình chọn ghế,view,2026-05-07 23:38:53,10,Android,4.1.2,Pixel 7,Wifi,New,"25,505"
SES000089,U72641,1023.013,Chọn Ghế,chọn ghế,click,2026-05-07 23:39:12,11,Android,4.1.2,Pixel 7,Wifi,New,"11,004"
SES000089,U72641,1023.014,Chọn Ghế,bấm tiếp tục màn hình chọn ghế,click,2026-05-07 23:40:27,12,Android,4.1.2,Pixel 7,Wifi,New,"38,142"
SES000089,U72641,1024.015,Chọn Bắp Nước,load màn hình chọn bắp nước,view,2026-05-07 23:41:50,13,Android,4.1.2,Pixel 7,Wifi,New,"5,588"
SES000089,U72641,1024.013,Chọn Bắp Nước,chọn bắp nước,click,2026-05-07 23:42:13,14,Android,4.1.2,Pixel 7,Wifi,New,"27,170"
SES000089,U72641,1024.014,Chọn Bắp Nước,bấm tiếp tục màn hình chọn bắp nước,click,2026-05-07 23:43:28,15,Android,4.1.2,Pixel 7,Wifi,New,"38,890"
SES000089,U72641,1025.015,Confirm,load màn hình confirm,view,2026-05-07 23:44:34,16,Android,4.1.2,Pixel 7,Wifi,New,"30,206"
SES000089,U72641,1025.016,Confirm,bấm xác nhận tại màn hình confirm,click,2026-05-07 23:46:04,17,Android,4.1.2,Pixel 7,Wifi,New,"9,478"
SES000090,U91745,1020.000,Movie Home,load màn hình Movie home,view,2026-05-04 16:22:48,1,Android,4.1.2,Xiaomi 13,Wifi,Regular,"15,038"
SES000090,U91745,1020.004,Movie Home,Click xem tất cả phim,click,2026-05-04 16:22:57,2,Android,4.1.2,Xiaomi 13,Wifi,Regular,"29,467"
SES000090,U91745,1020.002,Movie Home,click xem chi tiết phim,click,2026-05-04 16:23:03,3,Android,4.1.2,Xiaomi 13,Wifi,Regular,"16,202"
SES000090,U91745,1021.007,Phim Detail,load màn hình phim detail,view,2026-05-04 16:24:24,4,Android,4.1.2,Xiaomi 13,Wifi,Regular,"1,748"
SES000090,U91745,1021.006,Phim Detail,click đặt vé phim trên phim detail,click,2026-05-04 16:25:30,5,Android,4.1.2,Xiaomi 13,Wifi,Regular,"41,961"
